customer_id,signup_date,customer_age,country,region,city,industry,company_size,subscription_plan,contract_type,contract_length_months,monthly_recurring_revenue,payment_method,support_tickets,usage_score,login_frequency,nps_score,discount_percentage,tenure_months,customer_segment,customer_lifetime_value,customer_acquisition_cost,acquisition_channel,acquisition_month,is_active,churn,last_transaction_date,days_since_last_transaction,frequency_score,monetary_score,average_transaction_value,total_transactions,total_revenue,total_profit,customer_profitability,risk_score
CUST_010815,2024-01-26,41,UK,Europe,North Veronicabury,Finance,Startup,Basic,Monthly,1,29.52,Credit Card,4.0,59.7,16.2,6.0,0.0,11,Core,63.76,441.74,Outbound Sales,2024-01,1,0,2024-12-12,19,5,2,54.15,20,1082.96,708.88,Low,46.3
CUST_010816,2024-09-17,43,Other,LATAM,Robersonshire,Finance,Mid-Market,Enterprise,Annual,12,4541.63,Credit Card,3.0,76.8,26.8,43.0,9.6,3,Core,78954.49,2456.14,Referral,2024-09,1,0,2024-12-21,10,3,5,8305.89,16,132894.26,111646.2,Top,5.2
CUST_010817,2024-05-02,69,UK,Europe,New Joshuashire,Retail,Mid-Market,Enterprise,Annual,12,4564.26,ACH,2.0,38.6,13.4,7.0,9.1,7,Core,13213.1,1802.88,Content Marketing,2024-05,0,1,2024-08-11,142,1,5,7897.31,9,71075.83,60965.71,Top,31.4
CUST_010818,2023-01-27,49,USA,North America,Port Angelamouth,Education,Small Business,Professional,Annual,12,112.89,ACH,4.0,40.3,13.4,34.0,9.9,23,Core,389.71,487.95,Paid Search,2023-01,1,0,2024-11-22,39,4,3,161.82,17,2750.93,2143.77,Medium,26.1
CUST_010819,2023-09-21,54,UK,Europe,North Monicaberg,Healthcare,Startup,Basic,Monthly,1,19.23,Credit Card,3.0,56.4,12.1,-9.0,0.0,15,Low Engagement,34.28,85.13,Organic Search,2023-09,0,1,2024-01-13,353,1,1,32.08,11,352.87,179.23,Low,56.1
CUST_010820,2023-11-17,47,UK,Europe,Vaughnburgh,Manufacturing,Startup,Basic,Monthly,1,32.62,ACH,4.0,72.7,21.7,13.0,0.0,13,Core,158.35,58.37,Organic Search,2023-11,1,0,2024-12-14,17,5,2,61.54,20,1230.71,810.55,Low,20.6
CUST_010821,2022-06-24,23,USA,North America,West Sarahhaven,Technology,Small Business,Basic,Annual,12,48.92,Credit Card,5.0,28.3,5.0,8.0,6.8,30,Low Engagement,73.66,226.47,Organic Search,2022-06,0,1,2023-01-31,700,1,1,54.35,13,706.61,439.15,Low,61.9
CUST_010822,2024-10-31,34,USA,North America,Marshallfort,Retail,Startup,Professional,Annual,12,79.98,Credit Card,2.0,45.6,13.9,5.0,3.0,2,New / Onboarding,223.58,147.74,Paid Social,2024-10,1,0,2024-12-24,7,1,2,204.16,9,1837.43,1453.55,Medium,34.7
CUST_010823,2022-10-23,66,UK,Europe,Gloverland,Retail,Small Business,Basic,Monthly,1,50.0,ACH,3.0,55.8,16.1,-12.0,3.5,26,Core,194.56,215.27,Organic Search,2022-10,0,1,2023-09-04,484,4,2,64.41,18,1159.39,775.61,Low,24.8
CUST_010824,2024-04-30,64,India,APAC,Emilymouth,Real Estate,Small Business,Professional,Monthly,1,124.42,ACH,3.0,61.2,21.0,20.0,0.0,8,Core,654.84,195.86,Organic Search,2024-04,0,1,2024-05-30,215,2,3,214.38,14,3001.25,2417.34,Medium,19.0
CUST_010825,2023-11-27,43,USA,North America,Lake Paul,Real Estate,Small Business,Basic,Monthly,1,53.47,ACH,5.0,86.0,24.1,33.0,2.7,13,Core,520.26,578.68,Paid Search,2023-11,1,0,2024-12-05,26,4,2,93.77,17,1594.04,1086.31,Medium,10.0
CUST_010826,2022-04-18,39,USA,North America,North Daniel,Finance,Startup,Basic,Monthly,1,25.26,Credit Card,7.0,55.8,16.2,51.0,1.1,32,Low Engagement,98.35,210.57,Partnership,2022-04,1,0,2024-10-31,61,2,1,37.45,14,524.24,239.73,Low,25.4
CUST_010827,2024-10-11,46,Germany,Europe,Ronaldfurt,Technology,Enterprise,Enterprise,Multi-Year,24,7997.67,Credit Card,1.0,77.0,26.0,8.0,13.2,2,Strategic,239378.54,7813.47,Partnership,2024-10,1,0,2024-12-26,5,3,5,16083.68,16,257338.89,214228.68,Top,2.9
CUST_010828,2024-08-21,40,USA,North America,Ryanfort,Education,Small Business,Professional,Annual,12,162.07,PayPal,5.0,47.8,10.0,11.0,7.8,4,Core,319.29,124.01,Organic Search,2024-08,1,0,2024-12-25,6,3,3,324.14,15,4862.14,3876.18,High,46.8
CUST_010829,2023-12-13,29,Germany,Europe,Harrismouth,Technology,Small Business,Business,Multi-Year,24,356.29,Credit Card,4.0,51.6,9.3,-10.0,12.7,12,Core,1446.7,290.02,Content Marketing,2023-12,0,1,2024-01-10,356,2,4,519.12,14,7267.64,5915.22,High,21.5
CUST_010830,2023-02-28,31,Australia,APAC,Petershire,Finance,Enterprise,Enterprise,Annual,12,7581.67,Credit Card,1.0,100.0,29.2,69.0,13.2,22,Strategic,506222.27,7797.53,Organic Search,2023-02,1,0,2024-11-22,39,2,5,11049.28,14,154689.93,127772.38,Top,1.3
CUST_010831,2022-10-13,25,UK,Europe,New Lisaberg,Technology,Small Business,Professional,Annual,12,145.36,Wire Transfer,5.0,62.7,22.8,18.0,7.2,26,Core,1193.75,231.11,Organic Search,2022-10,1,0,2024-11-19,42,5,3,205.58,19,3906.01,3074.3,Medium,11.3
CUST_010832,2023-07-20,34,USA,North America,West Michelleville,Healthcare,Enterprise,Business,Annual,12,2297.66,Credit Card,5.0,55.8,16.5,6.0,11.3,17,Strategic,28305.89,4048.83,Organic Search,2023-07,0,1,2023-09-18,470,2,5,2881.08,14,40335.19,33306.48,Top,7.2
CUST_010833,2023-03-30,60,USA,North America,West Richard,Manufacturing,Startup,Business,Annual,12,305.24,ACH,2.0,80.7,29.9,39.0,4.3,21,Core,1698.34,71.65,Organic Search,2023-03,1,0,2024-11-17,44,2,4,491.69,14,6883.66,5725.5,High,17.2
CUST_010834,2023-11-28,69,USA,North America,Robleshaven,Finance,Mid-Market,Business,Multi-Year,24,883.48,Credit Card,3.0,55.8,14.8,30.0,17.1,13,Core,5812.74,1264.3,Referral,2023-11,1,0,2024-11-30,31,1,4,1261.97,11,13881.65,11066.62,High,12.6
CUST_010835,2024-11-08,44,Germany,Europe,West Brady,Real Estate,Startup,Professional,Annual,12,101.78,ACH,3.0,48.8,13.2,5.0,6.1,1,New / Onboarding,177.64,73.5,Organic Search,2024-11,0,1,2024-12-12,19,1,2,232.42,9,2091.75,1643.68,Medium,53.8
CUST_010836,2024-01-24,52,Other,LATAM,Kellychester,Manufacturing,Mid-Market,Business,Monthly,1,1056.52,PayPal,3.0,41.6,8.5,-14.0,7.1,11,Champion,4342.95,1261.28,Referral,2024-01,0,1,2024-11-16,45,4,5,1656.69,18,29820.47,24795.3,Top,22.6
CUST_010837,2024-09-17,42,Australia,APAC,Burgesshaven,Manufacturing,Mid-Market,Enterprise,Multi-Year,24,3774.19,ACH,3.0,64.0,16.2,21.0,13.9,3,Champion,20309.86,3478.81,Paid Search,2024-09,1,0,2024-12-26,5,5,5,7231.33,21,151857.9,127267.24,Top,16.0
CUST_010838,2024-03-25,69,UK,Europe,Fowlerborough,Finance,Startup,Business,Monthly,1,279.43,Credit Card,4.0,42.9,14.8,-9.0,2.4,9,Champion,449.3,199.96,Paid Search,2024-03,0,1,2024-12-14,17,4,4,536.93,18,9664.68,7971.63,High,60.7
CUST_010839,2023-10-31,68,Other,LATAM,Amberside,Technology,Small Business,Professional,Annual,12,196.68,Credit Card,4.0,48.7,13.8,15.0,10.7,14,Core,421.19,916.37,Outbound Sales,2023-10,1,0,2024-11-29,32,3,3,305.39,15,4580.82,3646.32,High,41.7
CUST_010840,2024-08-23,56,Germany,Europe,Lake Daniel,Manufacturing,Mid-Market,Enterprise,Multi-Year,24,3643.56,Credit Card,2.0,50.5,21.7,3.0,15.7,4,Core,17551.55,2787.69,Paid Search,2024-08,1,0,2024-12-21,10,2,5,6510.82,14,91151.42,75413.88,Top,17.5
CUST_010841,2023-10-28,30,Canada,North America,Bakermouth,Manufacturing,Startup,Basic,Annual,12,33.22,Credit Card,3.0,89.5,29.1,76.0,2.0,14,Low Engagement,794.04,346.35,Outbound Sales,2023-10,1,0,2024-11-16,45,1,1,52.56,9,473.02,313.57,Low,4.1
CUST_010842,2024-09-02,48,USA,North America,Victorbury,Retail,Mid-Market,Professional,Monthly,1,322.64,Credit Card,0.0,63.2,20.1,34.0,4.8,3,Core,3267.59,2155.13,Paid Search,2024-09,1,0,2024-12-22,9,2,4,664.73,14,9306.19,7823.42,High,9.4
CUST_010843,2023-05-08,25,USA,North America,Michellemouth,Finance,Startup,Basic,Monthly,1,27.57,Credit Card,3.0,53.7,12.5,7.0,1.4,19,Low Engagement,131.32,131.2,Content Marketing,2023-05,1,0,2024-11-12,49,1,1,46.23,12,554.75,326.65,Low,20.7
CUST_010844,2022-10-23,25,USA,North America,Javierbury,Retail,Enterprise,Business,Annual,12,1823.11,ACH,1.0,74.4,25.8,47.0,17.3,26,Strategic,94232.0,5236.76,Content Marketing,2022-10,1,0,2024-11-04,57,2,5,2439.24,14,34149.43,28006.96,Top,1.6
CUST_010845,2024-08-23,55,USA,North America,Paulshire,Manufacturing,Startup,Business,Annual,12,226.45,Credit Card,3.0,72.4,22.5,13.0,7.4,4,New / Onboarding,1302.44,390.07,Outbound Sales,2024-08,1,0,2024-12-20,11,1,3,400.84,13,5210.89,4249.74,High,16.1
CUST_010846,2024-02-03,27,USA,North America,Waltonburgh,Manufacturing,Small Business,Professional,Monthly,1,156.38,Wire Transfer,4.0,43.2,12.6,-14.0,1.3,10,Low Engagement,381.1,977.25,Outbound Sales,2024-02,0,1,2024-06-25,189,1,2,277.05,9,2493.47,2020.67,Medium,40.5
CUST_010847,2024-09-16,63,Other,LATAM,Duaneton,Manufacturing,Startup,Business,Monthly,1,238.8,ACH,4.0,57.4,14.7,-4.0,0.1,3,Champion,618.03,428.8,Outbound Sales,2024-09,1,0,2024-12-27,4,5,4,518.79,22,11413.36,9418.49,High,38.6
CUST_010848,2024-10-20,68,Germany,Europe,New Jamesfurt,Real Estate,Startup,Basic,Monthly,1,28.17,Credit Card,1.0,68.9,14.5,5.0,2.5,2,New / Onboarding,62.56,95.99,Referral,2024-10,1,0,2024-12-26,5,4,2,62.46,17,1061.88,596.68,Low,43.9
CUST_010849,2022-06-21,53,Australia,APAC,Ronaldshire,Retail,Small Business,Business,Annual,12,381.73,Credit Card,6.0,65.5,23.2,-17.0,8.9,30,Champion,1942.77,667.61,Outbound Sales,2022-06,1,0,2024-11-13,48,4,4,539.23,18,9706.07,7972.5,High,17.9
CUST_010850,2023-11-23,61,UK,Europe,East Patrickfort,Technology,Small Business,Professional,Monthly,1,145.45,Wire Transfer,1.0,51.1,18.3,21.0,0.8,13,Core,1202.39,231.94,Referral,2023-11,1,0,2024-12-07,24,4,3,275.86,18,4965.5,4070.86,High,12.0
CUST_010851,2023-07-31,41,USA,North America,New Christopherchester,Retail,Startup,Professional,Monthly,1,87.39,ACH,6.0,28.0,11.1,-30.0,0.9,17,At Risk,126.24,313.75,Outbound Sales,2023-07,0,1,2024-05-31,214,3,2,135.93,16,2174.85,1651.91,Medium,68.6
CUST_010852,2024-03-05,29,USA,North America,East Mike,Retail,Mid-Market,Business,Annual,12,1266.66,Credit Card,7.0,42.8,17.3,-18.0,6.6,9,Champion,3956.72,1037.45,Content Marketing,2024-03,1,0,2024-12-11,20,4,5,2268.22,17,38559.68,32905.8,Top,29.9
CUST_010853,2024-07-10,56,UK,Europe,East Courtneybury,Technology,Startup,Basic,Monthly,1,29.19,Credit Card,5.0,58.3,17.7,5.0,2.4,5,New / Onboarding,102.11,149.25,Partnership,2024-07,1,0,2024-12-05,26,1,1,55.48,13,721.25,468.13,Low,27.9
CUST_010854,2023-04-27,65,USA,North America,Hawkinston,Finance,Mid-Market,Enterprise,Annual,12,2987.04,Credit Card,4.0,82.6,29.4,57.0,9.2,20,Champion,108489.29,2071.68,Content Marketing,2023-04,1,0,2024-11-26,35,5,5,4306.89,19,81830.83,68370.2,Top,2.5
CUST_010855,2024-01-09,25,USA,North America,Daniellehaven,Manufacturing,Small Business,Professional,Monthly,1,207.83,Invoice,4.0,46.2,14.3,-2.0,4.2,11,Core,620.25,449.91,Paid Social,2024-01,1,0,2024-12-05,26,3,3,387.33,15,5809.93,4775.23,High,32.1
CUST_010856,2024-05-08,26,USA,North America,New Lauren,Manufacturing,Small Business,Professional,Annual,12,147.53,Credit Card,5.0,67.1,24.6,-2.0,8.5,7,Core,695.82,517.56,Content Marketing,2024-05,1,0,2024-12-14,17,2,3,238.91,14,3344.71,2626.03,Medium,19.4
CUST_010857,2022-10-31,52,USA,North America,Brooksbury,Real Estate,Startup,Professional,Monthly,1,86.78,Credit Card,2.0,38.6,11.0,-4.0,0.0,26,Core,184.25,136.09,Paid Search,2022-10,1,0,2024-11-16,45,4,2,141.35,18,2544.36,1925.58,Medium,47.1
CUST_010858,2024-07-25,62,USA,North America,Meganburgh,Education,Small Business,Professional,Annual,12,126.52,Wire Transfer,3.0,57.8,11.9,3.0,9.0,5,Core,398.38,149.05,Organic Search,2024-07,0,1,2024-12-07,24,3,3,240.94,16,3854.99,3053.34,Medium,28.9
CUST_010859,2024-02-18,45,USA,North America,Norriston,Technology,Small Business,Professional,Annual,12,129.77,ACH,6.0,62.2,9.6,23.0,4.5,10,Core,372.16,231.58,Organic Search,2024-02,0,1,2024-09-10,112,3,3,205.54,16,3288.59,2638.17,Medium,33.3
CUST_010860,2024-10-28,22,India,APAC,New Emma,Retail,Startup,Basic,Monthly,1,39.12,Credit Card,6.0,44.5,7.7,11.0,0.9,2,New / Onboarding,77.07,35.74,Organic Search,2024-10,1,0,2024-12-25,6,2,2,87.79,14,1229.11,901.42,Medium,50.3
CUST_010861,2023-06-27,45,Canada,North America,Kinghaven,Retail,Startup,Professional,Monthly,1,75.96,Wire Transfer,4.0,53.6,16.6,9.0,7.5,18,Core,181.09,262.89,Outbound Sales,2023-06,0,1,2023-07-29,521,4,2,105.79,17,1798.44,1283.39,Medium,38.8
CUST_010862,2022-09-23,52,Canada,North America,North Jacobburgh,Healthcare,Startup,Basic,Annual,12,25.63,ACH,5.0,60.7,21.8,27.0,7.8,27,Core,117.57,276.45,Paid Social,2022-09,1,0,2024-11-07,54,3,1,38.35,15,575.26,278.17,Low,20.1
CUST_010863,2023-11-28,21,UK,Europe,Garzashire,Technology,Startup,Basic,Monthly,1,32.74,Credit Card,3.0,31.9,16.7,9.0,2.2,13,Core,56.37,268.16,Paid Search,2023-11,0,1,2024-06-10,204,3,1,53.38,15,800.69,464.18,Low,56.8
CUST_010864,2022-08-18,25,Australia,APAC,West Julie,Technology,Startup,Basic,Monthly,1,22.23,Credit Card,3.0,17.5,3.0,10.0,0.0,28,Core,53.31,354.02,Outbound Sales,2022-08,1,0,2024-11-10,51,3,1,34.15,16,546.37,248.36,Low,41.7
CUST_010865,2024-11-10,57,Australia,APAC,South Jerryburgh,Technology,Startup,Basic,Monthly,1,35.29,Wire Transfer,6.0,38.9,9.3,12.0,0.9,1,New / Onboarding,62.9,187.54,Paid Search,2024-11,0,1,2024-12-07,24,3,2,85.45,16,1367.27,949.54,Medium,55.6
CUST_010866,2022-05-20,68,Other,LATAM,East Beth,Education,Small Business,Professional,Annual,12,166.31,Credit Card,2.0,69.7,29.2,42.0,7.7,31,Core,1566.37,85.36,Organic Search,2022-05,1,0,2024-11-02,59,3,3,235.16,15,3527.35,2818.22,Medium,9.8
CUST_010867,2024-06-11,40,USA,North America,South Deannahaven,Technology,Startup,Basic,Monthly,1,28.67,ACH,5.0,44.7,7.8,-18.0,0.4,6,New / Onboarding,67.99,166.71,Paid Social,2024-06,0,1,2024-10-21,71,1,1,51.65,13,671.41,349.67,Low,42.0
CUST_010868,2023-12-14,61,Germany,Europe,Rogerstown,Healthcare,Startup,Professional,Monthly,1,95.88,Credit Card,7.0,20.2,9.6,-28.0,0.0,12,At Risk,123.08,74.0,Organic Search,2023-12,0,1,2024-08-31,122,5,3,165.01,21,3465.27,2746.4,Medium,77.9
CUST_010869,2023-07-25,69,Other,LATAM,New Debra,Technology,Startup,Basic,Monthly,1,38.97,Credit Card,2.0,65.3,16.8,52.0,0.0,17,Core,124.11,270.82,Paid Search,2023-07,1,0,2024-12-06,25,4,2,64.57,18,1162.24,790.26,Low,31.4
CUST_010870,2022-07-14,67,USA,North America,Brookston,Manufacturing,Small Business,Professional,Annual,12,172.2,Credit Card,2.0,56.6,15.2,27.0,5.4,29,Core,1197.8,543.36,Partnership,2022-07,1,0,2024-11-03,58,2,3,249.91,14,3498.73,2825.01,Medium,13.6
CUST_010871,2024-03-02,24,USA,North America,Markfort,Technology,Startup,Professional,Annual,12,104.83,PayPal,6.0,53.2,18.5,28.0,4.3,9,Low Engagement,188.58,252.56,Paid Search,2024-03,0,1,2024-07-03,181,1,2,169.28,13,2200.67,1676.58,Medium,53.2
CUST_010872,2024-02-01,58,UK,Europe,Hardyshire,Technology,Small Business,Professional,Annual,12,164.04,Invoice,2.0,71.3,22.9,51.0,8.5,10,Core,1261.32,303.47,Organic Search,2024-02,1,0,2024-12-15,16,3,3,293.64,15,4404.64,3559.83,High,11.9
CUST_010873,2023-04-27,48,Germany,Europe,South Kevinland,Finance,Mid-Market,Business,Annual,12,924.39,PayPal,2.0,83.7,22.2,41.0,8.6,20,Core,17976.44,2254.99,Paid Social,2023-04,1,0,2024-11-14,47,1,4,1472.92,13,19147.97,15856.66,Top,4.7
CUST_010874,2024-10-01,64,USA,North America,Lake Kevin,Healthcare,Small Business,Professional,Annual,12,146.1,Credit Card,7.0,57.9,15.7,-6.0,6.9,2,Core,435.96,453.72,Referral,2024-10,1,0,2024-12-23,8,4,3,296.13,17,5034.24,3973.19,High,31.2
CUST_010875,2023-05-22,44,Canada,North America,Danielleborough,Finance,Startup,Basic,Monthly,1,30.54,Credit Card,3.0,48.0,19.8,3.0,0.0,19,Core,118.37,218.92,Paid Search,2023-05,0,1,2024-11-04,57,4,1,55.0,17,935.03,560.22,Low,25.8
CUST_010876,2023-10-09,60,India,APAC,Johnland,Education,Small Business,Business,Annual,12,446.66,Wire Transfer,6.0,47.6,6.8,25.0,8.0,14,Champion,1024.76,130.54,Organic Search,2023-10,0,1,2024-10-18,74,4,4,707.39,18,12733.1,10464.15,High,40.1
CUST_010877,2023-12-29,27,USA,North America,Lake Markstad,Technology,Startup,Basic,Monthly,1,27.24,Credit Card,2.0,43.0,13.4,31.0,1.9,12,Core,84.83,230.97,Outbound Sales,2023-12,0,1,2024-03-19,287,4,1,37.26,17,633.39,298.47,Low,31.5
CUST_010878,2022-09-10,22,USA,North America,Port Brianamouth,Technology,Enterprise,Enterprise,Annual,12,9053.73,Invoice,1.0,91.7,29.2,44.0,13.7,27,Strategic,710306.27,5166.03,Organic Search,2022-09,1,0,2024-10-19,73,1,5,12322.4,11,135546.37,114046.31,Top,1.1
CUST_010879,2024-10-16,52,Other,MEA,North Christine,Healthcare,Mid-Market,Basic,Annual,12,112.59,PayPal,6.0,42.1,13.0,-34.0,7.1,2,Core,346.34,2962.72,Content Marketing,2024-10,0,1,2024-11-24,37,4,3,227.52,18,4095.36,3279.49,High,30.2
CUST_010880,2023-07-31,31,Germany,Europe,Lake Kristinfurt,Real Estate,Small Business,Professional,Annual,12,155.54,Credit Card,2.0,70.6,16.2,16.0,6.0,17,Core,1151.24,172.27,Organic Search,2023-07,1,0,2024-11-25,36,1,3,257.95,12,3095.41,2526.39,Medium,12.7
CUST_010881,2022-08-10,38,Australia,APAC,Shannonstad,Technology,Enterprise,Business,Multi-Year,24,2227.38,Credit Card,1.0,100.0,26.3,45.0,22.3,28,Strategic,173067.43,6245.57,Referral,2022-08,1,0,2024-11-05,56,3,5,2595.27,15,38929.03,31951.74,Top,0.9
CUST_010882,2023-08-12,35,USA,North America,Lopezview,Other,Small Business,Enterprise,Monthly,1,1608.36,ACH,1.0,35.4,14.2,-27.0,0.0,16,Champion,3519.39,125.24,Organic Search,2023-08,0,1,2024-07-19,165,4,5,2631.27,18,47362.82,40182.58,Top,45.7
CUST_010883,2024-02-14,68,India,APAC,East Barbara,Education,Startup,Professional,Monthly,1,95.44,Credit Card,3.0,38.2,15.2,-14.0,1.9,10,Core,210.4,42.15,Referral,2024-02,0,1,2024-10-15,77,4,3,171.27,18,3082.92,2369.56,Medium,44.5
CUST_010884,2023-12-04,44,India,APAC,Herreramouth,Finance,Startup,Basic,Monthly,1,29.39,ACH,4.0,31.8,10.2,-9.0,4.0,12,Core,46.1,119.54,Organic Search,2023-12,0,1,2024-01-12,354,3,1,48.27,15,724.09,430.5,Low,61.2
CUST_010885,2024-04-28,36,Australia,APAC,Port Abigailmouth,Manufacturing,Small Business,Professional,Annual,12,128.45,ACH,3.0,47.6,15.0,-23.0,7.1,8,Core,369.44,237.37,Organic Search,2024-04,1,0,2024-12-13,18,4,3,234.49,17,3986.34,3098.6,Medium,32.3
CUST_010886,2022-06-24,48,USA,North America,Allenshire,Retail,Mid-Market,Business,Annual,12,1225.22,ACH,6.0,71.7,20.8,-11.0,10.2,30,Core,10579.3,2345.01,Outbound Sales,2022-06,1,0,2024-11-02,59,2,5,1761.6,14,24662.33,20858.23,Top,10.4
CUST_010887,2023-05-01,66,Canada,North America,Jeremyshire,Retail,Mid-Market,Professional,Annual,12,329.48,Credit Card,2.0,69.6,18.0,34.0,10.5,19,Core,3829.67,2586.62,Paid Social,2023-05,1,0,2024-11-24,37,3,4,511.36,15,7670.46,6260.28,High,7.7
CUST_010888,2024-07-29,42,USA,North America,Josephville,Retail,Small Business,Business,Monthly,1,492.87,Credit Card,1.0,62.9,23.4,9.0,0.0,5,Core,3597.59,489.57,Paid Search,2024-07,1,0,2024-12-17,14,2,4,971.31,14,13598.4,11387.99,High,13.7
CUST_010889,2022-08-08,23,USA,North America,Port Jennifertown,Manufacturing,Small Business,Professional,Annual,12,120.56,Credit Card,5.0,74.9,28.2,-4.0,8.0,28,Core,1336.33,434.82,Content Marketing,2022-08,1,0,2024-11-15,46,4,3,176.35,18,3174.37,2506.42,Medium,8.3
CUST_010890,2024-08-24,69,Germany,Europe,Dustinfort,Technology,Small Business,Business,Multi-Year,24,327.06,Wire Transfer,6.0,56.1,14.7,1.0,13.2,4,Champion,815.77,159.0,Organic Search,2024-08,1,0,2024-12-24,7,5,4,583.45,24,14002.89,11242.95,High,34.8
CUST_010891,2022-08-28,26,USA,North America,Greenborough,Retail,Mid-Market,Business,Annual,12,1166.61,PayPal,1.0,88.5,27.7,18.0,10.8,28,Core,26682.46,2138.92,Paid Search,2022-08,1,0,2024-11-07,54,3,5,1551.74,15,23276.11,19360.22,Top,3.9
CUST_010892,2024-08-09,36,USA,North America,Joshuashire,Manufacturing,Small Business,Professional,Monthly,1,204.02,ACH,5.0,62.1,18.6,11.0,3.7,4,Core,1383.6,158.62,Organic Search,2024-08,1,0,2024-12-24,7,3,4,406.5,16,6503.97,5356.24,High,14.2
CUST_010893,2023-07-18,39,UK,Europe,North Samantha,Healthcare,Small Business,Basic,Multi-Year,24,54.43,Credit Card,6.0,50.0,21.1,-7.0,14.0,17,Core,199.19,393.94,Content Marketing,2023-07,1,0,2024-12-04,27,4,2,81.38,17,1383.51,895.66,Low,23.5
CUST_010894,2024-02-23,58,USA,North America,North Melissaland,Other,Small Business,Basic,Annual,12,38.01,ACH,2.0,59.7,19.5,32.0,9.5,10,Core,224.83,234.22,Referral,2024-02,1,0,2024-12-15,16,5,2,55.16,24,1323.93,692.21,Low,15.3
CUST_010895,2022-11-26,24,USA,North America,Carrville,Technology,Mid-Market,Business,Multi-Year,24,1175.19,Credit Card,1.0,49.7,14.3,7.0,15.3,25,Core,13271.81,4101.13,Outbound Sales,2022-11,1,0,2024-11-21,40,3,5,1675.52,16,26808.34,21700.29,Top,7.5
CUST_010896,2022-07-15,54,USA,North America,East Kathryn,Real Estate,Mid-Market,Professional,Annual,12,302.27,Credit Card,4.0,64.6,26.8,42.0,9.4,29,Champion,4721.67,483.58,Organic Search,2022-07,1,0,2024-11-11,50,4,4,418.14,18,7526.58,6246.75,High,5.8
CUST_010897,2023-02-13,60,UK,Europe,West Shane,Manufacturing,Startup,Professional,Annual,12,73.31,ACH,5.0,45.2,18.3,-26.0,8.2,22,Core,185.4,281.93,Paid Search,2023-02,0,1,2023-06-01,579,3,2,92.61,15,1389.11,969.18,Medium,36.3
CUST_010898,2022-10-22,26,USA,North America,Jasonport,Manufacturing,Startup,Professional,Monthly,1,91.92,Credit Card,6.0,45.3,14.7,0.0,5.9,26,Core,213.57,65.52,Referral,2022-10,1,0,2024-11-18,43,4,2,134.47,17,2285.98,1663.56,Medium,40.5
CUST_010899,2023-05-30,44,UK,Europe,North Christopherfort,Real Estate,Mid-Market,Business,Annual,12,875.7,Invoice,4.0,96.1,31.0,49.0,7.5,19,Champion,50626.41,641.27,Organic Search,2023-05,1,0,2024-11-28,33,4,5,1492.62,17,25374.46,21644.45,Top,1.6
CUST_010900,2023-12-04,35,USA,North America,Port Jacobmouth,Education,Mid-Market,Enterprise,Annual,12,4164.22,Invoice,4.0,72.5,18.7,60.0,9.9,12,Core,46899.53,915.34,Referral,2023-12,1,0,2024-12-05,26,3,5,7052.54,16,112840.65,94171.43,Top,8.0
CUST_010901,2024-02-04,28,USA,North America,Randallland,Healthcare,Small Business,Business,Annual,12,437.69,Credit Card,4.0,82.3,26.1,11.0,8.8,10,Champion,3382.82,570.84,Content Marketing,2024-02,0,1,2024-09-04,118,4,4,710.3,18,12785.33,10480.96,High,11.8
CUST_010902,2024-07-08,26,India,APAC,Mitchellburgh,Manufacturing,Small Business,Professional,Annual,12,140.15,Credit Card,4.0,54.9,9.4,24.0,5.9,5,Core,360.33,368.78,Content Marketing,2024-07,1,0,2024-12-23,8,3,3,287.38,15,4310.75,3442.83,High,36.6
CUST_010903,2024-03-29,62,USA,North America,Lopezmouth,Technology,Enterprise,Business,Annual,12,2460.92,ACH,5.0,56.0,20.5,-1.0,12.3,9,Strategic,11541.32,14497.36,Paid Search,2024-03,1,0,2024-12-12,19,3,5,4103.13,15,61546.94,51666.28,Top,18.7
CUST_010904,2024-02-20,64,Canada,North America,Justinburgh,Finance,Enterprise,Enterprise,Multi-Year,24,12318.26,Wire Transfer,4.0,94.7,25.7,26.0,23.5,10,Strategic,349017.37,4636.64,Referral,2024-02,1,0,2024-12-18,13,5,5,18717.69,20,374353.72,304323.06,Top,2.7
CUST_010905,2023-09-04,57,Canada,North America,East Suzannebury,Other,Mid-Market,Business,Annual,12,911.06,ACH,4.0,51.6,13.4,10.0,8.3,15,Core,3289.14,534.36,Organic Search,2023-09,1,0,2024-11-30,31,3,5,1465.72,16,23451.45,19713.69,Top,25.4
CUST_010906,2023-10-30,59,USA,North America,Jennafurt,Healthcare,Startup,Basic,Annual,12,31.32,Credit Card,2.0,53.4,16.6,42.0,4.8,14,Core,159.45,71.23,Content Marketing,2023-10,1,0,2024-12-05,26,4,1,52.31,17,889.28,516.3,Low,18.7
CUST_010907,2023-09-07,57,USA,North America,East Elizabeth,Technology,Mid-Market,Business,Annual,12,1069.19,Invoice,4.0,63.1,25.0,-11.0,10.1,15,Champion,6007.51,1524.68,Referral,2023-09,1,0,2024-12-07,24,5,5,1628.21,19,30935.97,25787.04,Top,16.0
CUST_010908,2024-08-14,65,India,APAC,Adamland,Retail,Startup,Professional,Monthly,1,99.08,ACH,4.0,26.6,14.3,-31.0,0.0,4,At Risk,145.49,150.37,Paid Search,2024-08,1,0,2024-12-26,5,4,3,216.76,18,3901.69,3119.74,Medium,68.1
