customer_id,rfm_segment,rfm_score,rfm_total_score,recency,frequency,monetary,average_order_value,usage_score,login_frequency,nps_score,support_tickets,subscription_plan,contract_type,country
CUST_018531,Low Value Dormant,121,4,352,13,467.93,35.994615384615386,47.5,16.2,22.0,5.0,Basic,Annual,UK
CUST_008507,Low Value Dormant,121,4,215,13,468.53,36.04076923076923,39.1,18.0,4.0,5.0,Basic,Monthly,India
CUST_005238,Low Value Dormant,211,4,70,12,469.44,39.12,53.6,15.8,18.0,3.0,Basic,Monthly,Germany
CUST_015792,Low Value Dormant,211,4,66,11,469.81,42.71,42.2,14.7,1.0,5.0,Basic,Monthly,Other
CUST_008152,Low Value Dormant,121,4,251,14,471.57,33.683571428571426,85.0,18.5,29.0,4.0,Basic,Annual,USA
CUST_006707,Low Value Dormant,121,4,337,14,472.15,33.725,39.9,8.5,-20.0,5.0,Basic,Annual,USA
CUST_010841,Low Value Dormant,211,4,46,9,473.02,52.55777777777777,89.5,29.1,76.0,3.0,Basic,Annual,Canada
CUST_016063,Low Value Dormant,121,4,582,13,473.77,36.44384615384615,17.2,7.9,-6.0,4.0,Basic,Monthly,USA
CUST_003367,Low Value Dormant,211,4,46,12,476.49,39.7075,50.3,16.1,9.0,4.0,Basic,Annual,USA
CUST_013651,Low Value Dormant,211,4,51,11,477.11,43.373636363636365,48.8,12.4,17.0,2.0,Basic,Monthly,USA
CUST_005114,Low Value Dormant,211,4,60,10,477.38,47.738,32.1,10.7,21.0,3.0,Basic,Monthly,USA
CUST_001071,Low Value Dormant,211,4,53,12,477.96,39.83,56.4,9.5,11.0,5.0,Basic,Annual,USA
CUST_009889,Low Value Dormant,121,4,226,13,480.04,36.926153846153845,44.4,19.3,-9.0,7.0,Basic,Monthly,USA
CUST_004195,Low Value Dormant,121,4,586,14,480.45000000000005,34.31785714285714,56.8,19.2,6.0,7.0,Basic,Monthly,Germany
CUST_015099,Low Value Dormant,211,4,71,12,481.04,40.086666666666666,22.7,4.3,4.0,3.0,Basic,Monthly,Other
CUST_008704,Low Value Dormant,121,4,230,13,481.18,37.01384615384615,45.0,14.6,5.0,5.0,Basic,Annual,UK
CUST_017744,Low Value Dormant,211,4,50,11,481.4,43.76363636363636,45.1,11.5,32.0,1.0,Basic,Monthly,USA
CUST_003002,Low Value Dormant,211,4,48,11,483.29,43.93545454545455,41.8,14.4,-6.0,5.0,Basic,Monthly,Australia
CUST_013598,Low Value Dormant,121,4,802,13,485.19,37.32230769230769,40.2,14.5,22.0,3.0,Basic,Multi-Year,India
CUST_014796,Low Value Dormant,211,4,52,12,488.29,40.69083333333334,54.8,12.8,-18.0,7.0,Basic,Annual,Canada
CUST_007134,Low Value Dormant,211,4,67,9,490.04,54.44888888888889,39.5,10.4,0.0,6.0,Basic,Monthly,UK
CUST_006072,Low Value Dormant,211,4,67,11,490.06,44.550909090909094,54.7,9.0,-8.0,7.0,Basic,Annual,USA
CUST_018451,Low Value Dormant,211,4,54,12,491.03999999999996,40.919999999999995,69.4,19.0,33.0,3.0,Basic,Monthly,USA
CUST_011609,Low Value Dormant,121,4,116,13,491.3,37.792307692307695,43.9,14.5,14.0,7.0,Basic,Monthly,Canada
CUST_016347,Low Value Dormant,211,4,71,11,494.99,44.99909090909091,59.0,11.4,50.0,2.0,Basic,Monthly,USA
CUST_008852,Low Value Dormant,211,4,80,12,497.39,41.44916666666666,55.7,19.3,5.0,1.0,Basic,Annual,USA
CUST_016452,Low Value Dormant,121,4,918,14,499.01,35.64357142857143,43.3,13.3,17.0,1.0,Basic,Monthly,USA
CUST_016467,Low Value Dormant,211,4,62,11,499.26,45.38727272727272,70.4,20.5,5.0,2.0,Basic,Annual,UK
CUST_013883,Low Value Dormant,121,4,148,14,499.38,35.67,56.0,27.7,-6.0,1.0,Basic,Monthly,USA
CUST_008469,Low Value Dormant,121,4,190,14,500.37,35.74071428571428,26.5,7.8,21.0,6.0,Basic,Monthly,USA
CUST_003536,Low Value Dormant,211,4,52,13,500.73,38.51769230769231,76.4,19.3,27.0,3.0,Basic,Annual,USA
CUST_015996,Low Value Dormant,121,4,124,13,505.35,38.87307692307692,35.6,5.7,-5.0,7.0,Basic,Monthly,USA
CUST_013553,Low Value Dormant,211,4,69,10,505.46,50.546,37.7,6.4,-8.0,4.0,Basic,Monthly,Canada
CUST_019082,Low Value Dormant,211,4,65,10,505.46000000000004,50.54600000000001,44.1,11.7,10.0,2.0,Basic,Annual,Canada
CUST_011344,Low Value Dormant,211,4,46,10,505.7,50.57,55.9,15.9,10.0,0.0,Basic,Monthly,Germany
CUST_001585,Low Value Dormant,211,4,56,13,506.57,38.966923076923074,46.4,13.8,-15.0,1.0,Basic,Monthly,USA
CUST_014715,Low Value Dormant,211,4,62,12,507.52,42.29333333333333,46.5,14.5,31.0,4.0,Basic,Annual,Germany
CUST_018422,Low Value Dormant,121,4,227,14,507.81,36.27214285714286,51.2,19.9,-10.0,2.0,Basic,Monthly,Other
CUST_006549,Low Value Dormant,211,4,49,10,509.89,50.989,40.7,17.2,-13.0,2.0,Basic,Monthly,UK
CUST_013589,Low Value Dormant,211,4,54,12,510.09,42.5075,44.3,13.4,12.0,3.0,Basic,Monthly,USA
CUST_012365,Low Value Dormant,211,4,62,12,513.48,42.79,56.2,17.8,7.0,1.0,Basic,Monthly,India
CUST_016561,Low Value Dormant,211,4,57,11,513.91,46.71909090909091,25.4,10.0,-11.0,4.0,Basic,Annual,UK
CUST_009080,Low Value Dormant,211,4,79,12,514.62,42.885,53.3,18.5,17.0,4.0,Basic,Monthly,USA
CUST_015109,Low Value Dormant,121,4,105,14,515.15,36.79642857142857,34.4,10.4,8.0,4.0,Basic,Monthly,USA
CUST_010111,Low Value Dormant,211,4,85,12,516.36,43.03,79.4,17.9,22.0,4.0,Basic,Monthly,USA
CUST_013946,Low Value Dormant,211,4,74,11,517.87,47.07909090909091,52.9,16.1,15.0,0.0,Basic,Annual,India
CUST_019874,Low Value Dormant,121,4,140,14,518.12,37.00857142857143,19.3,9.3,-19.0,3.0,Basic,Annual,Canada
CUST_016404,Low Value Dormant,211,4,84,10,518.78,51.878,40.0,4.2,-38.0,9.0,Basic,Annual,USA
CUST_001319,Low Value Dormant,211,4,64,12,518.91,43.2425,37.9,9.2,4.0,3.0,Basic,Monthly,Other
CUST_014104,Low Value Dormant,211,4,71,12,519.54,43.294999999999995,27.7,4.8,5.0,6.0,Basic,Monthly,India
CUST_017722,Low Value Dormant,121,4,240,13,519.98,39.99846153846154,62.7,15.0,-10.0,4.0,Basic,Monthly,Australia
CUST_016155,Low Value Dormant,211,4,49,8,520.58,65.0725,41.8,11.2,13.0,9.0,Basic,Annual,India
CUST_002037,Low Value Dormant,211,4,54,12,520.99,43.41583333333333,44.8,16.8,19.0,1.0,Basic,Monthly,USA
CUST_003703,Low Value Dormant,211,4,67,11,521.15,47.377272727272725,52.4,24.0,3.0,1.0,Basic,Monthly,UK
CUST_003668,Low Value Dormant,211,4,82,12,521.4,43.449999999999996,72.4,26.2,17.0,3.0,Basic,Monthly,UK
CUST_002465,Low Value Dormant,121,4,117,14,522.28,37.30571428571428,38.4,12.5,7.0,5.0,Basic,Annual,USA
CUST_011861,Low Value Dormant,121,4,868,14,522.41,37.315,54.2,18.3,-14.0,4.0,Basic,Monthly,Germany
CUST_013158,Low Value Dormant,211,4,54,12,522.51,43.5425,34.1,8.6,6.0,4.0,Basic,Annual,USA
CUST_001520,Low Value Dormant,211,4,68,12,522.81,43.567499999999995,59.3,19.6,1.0,4.0,Basic,Monthly,Australia
CUST_001780,Low Value Dormant,121,4,311,14,522.91,37.35071428571428,69.1,19.7,25.0,4.0,Basic,Annual,Germany
CUST_004481,Low Value Dormant,211,4,65,13,523.51,40.269999999999996,51.9,17.4,45.0,1.0,Basic,Annual,India
CUST_001141,Low Value Dormant,121,4,515,15,523.53,34.902,47.5,4.1,21.0,4.0,Basic,Monthly,Other
CUST_010385,Low Value Dormant,121,4,299,13,523.54,40.27230769230769,29.1,6.4,-52.0,5.0,Basic,Annual,UK
CUST_013359,Low Value Dormant,211,4,49,11,523.54,47.594545454545454,52.8,9.6,41.0,5.0,Basic,Annual,USA
CUST_019804,Low Value Dormant,121,4,324,13,524.02,40.309230769230766,46.2,14.2,-4.0,0.0,Basic,Monthly,UK
CUST_016378,Low Value Dormant,121,4,198,13,525.17,40.3976923076923,27.1,10.5,2.0,4.0,Basic,Monthly,USA
CUST_012658,Low Value Dormant,121,4,126,14,526.13,37.580714285714286,25.4,6.8,-18.0,1.0,Basic,Monthly,Australia
CUST_008364,Low Value Dormant,121,4,316,14,526.65,37.61785714285714,62.5,23.2,6.0,5.0,Basic,Monthly,UK
